PhraseId,Sentiment
156362,1
156363,2
156364,2
156365,2
156366,2
156367,2
156368,1
156369,3
156370,3
156371,3
156372,3
156373,1
156374,2
156375,3
156376,2
156377,3
156378,3
156379,2
156380,2
156381,2
156382,3
156383,3
156384,2
156385,2
156386,2
156387,2
156388,2
156389,2
156390,2
156391,2
156392,2
156393,2
156394,2
156395,2
156396,2
156397,2
156398,2
156399,2
156400,2
156401,2
156402,2
156403,2
156404,2
156405,1
156406,1
156407,1
156408,1
156409,2
156410,1
156411,2
156412,2
156413,2
156414,2
156415,2
156416,2
156417,2
156418,3
156419,2
156420,2
156421,2
156422,2
156423,2
156424,2
156425,2
156426,2
156427,2
156428,2
156429,2
156430,2
156431,2
156432,2
156433,2
156434,2
156435,2
156436,2
156437,2
156438,2
156439,2
156440,2
156441,2
156442,2
156443,2
156444,2
156445,2
156446,2
156447,2
156448,2
156449,2
156450,3
156451,2
156452,2
156453,2
156454,2
156455,2
156456,2
156457,2
156458,2
156459,2
156460,2
156461,2
156462,2
156463,2
156464,2
156465,2
156466,2
156467,2
156468,2
156469,2
156470,2
156471,2
156472,2
156473,2
156474,2
156475,2
156476,2
156477,2
156478,2
156479,2
156480,2
156481,2
156482,2
156483,2
156484,2
156485,2
156486,2
156487,2
156488,2
156489,2
156490,2
156491,2
156492,2
156493,2
156494,2
156495,2
156496,2
156497,2
156498,2
156499,2
156500,1
156501,2
156502,2
156503,2
156504,2
156505,2
156506,2
156507,2
156508,2
156509,2
156510,1
156511,2
156512,1
156513,1
156514,1
156515,2
156516,3
156517,2
156518,3
156519,3
156520,2
156521,2
156522,2
156523,2
156524,2
156525,2
156526,2
156527,2
156528,2
156529,2
156530,1
156531,2
156532,2
156533,2
156534,2
156535,2
156536,2
156537,3
156538,1
156539,3
156540,2
156541,2
156542,2
156543,2
156544,2
156545,2
156546,2
156547,2
156548,2
156549,2
156550,2
156551,2
156552,2
156553,2
156554,2
156555,2
156556,2
156557,2
156558,2
156559,2
156560,2
156561,2
156562,2
156563,2
156564,2
156565,2
156566,2
156567,2
156568,2
156569,1
156570,2
156571,2
156572,2
156573,2
156574,2
156575,2
156576,2
156577,2
156578,2
156579,2
156580,2
156581,2
156582,2
156583,1
156584,1
156585,2
156586,1
156587,2
156588,1
156589,1
156590,1
156591,1
156592,2
156593,3
156594,3
156595,2
156596,4
156597,3
156598,2
156599,2
156600,2
156601,2
156602,2
156603,3
156604,3
156605,2
156606,3
156607,2
156608,2
156609,2
156610,2
156611,2
156612,2
156613,2
156614,2
156615,2
156616,2
156617,2
156618,2
156619,3
156620,3
156621,3
156622,3
156623,2
156624,3
156625,1
156626,2
156627,1
156628,1
156629,0
156630,1
156631,1
156632,2
156633,2
156634,1
156635,1
156636,2
156637,2
156638,2
156639,2
156640,1
156641,2
156642,2
156643,2
156644,2
156645,2
156646,1
156647,2
156648,2
156649,2
156650,1
156651,1
156652,1
156653,2
156654,2
156655,2
156656,2
156657,2
156658,2
156659,2
156660,2
156661,2
156662,2
156663,2
156664,2
156665,2
156666,1
156667,1
156668,0
156669,2
156670,2
156671,2
156672,2
156673,1
156674,1
156675,1
156676,1
156677,2
156678,2
156679,2
156680,2
156681,2
156682,2
156683,2
156684,2
156685,2
156686,2
156687,2
156688,2
156689,0
156690,0
156691,0
156692,2
156693,2
156694,2
156695,2
156696,2
156697,2
156698,2
156699,2
156700,3
156701,2
156702,2
156703,2
156704,1
156705,2
156706,2
156707,2
156708,2
156709,2
156710,2
156711,2
156712,2
156713,2
156714,2
156715,2
156716,2
156717,2
156718,2
156719,2
156720,2
156721,2
156722,2
156723,2
156724,3
156725,2
156726,2
156727,2
156728,2
156729,2
156730,2
156731,2
156732,2
156733,2
156734,2
156735,2
156736,2
156737,2
156738,2
156739,2
156740,2
156741,2
156742,2
156743,2
156744,2
156745,2
156746,2
156747,2
156748,2
156749,2
156750,2
156751,2
156752,2
156753,2
156754,2
156755,2
156756,2
156757,2
156758,2
156759,2
156760,2
156761,2
156762,2
156763,2
156764,2
156765,2
156766,3
156767,2
156768,2
156769,2
156770,2
156771,2
156772,2
156773,2
156774,2
156775,2
156776,3
156777,2
156778,3
156779,2
156780,3
156781,3
156782,3
156783,3
156784,1
156785,3
156786,2
156787,2
156788,3
156789,3
156790,3
156791,3
156792,3
156793,3
156794,2
156795,1
156796,2
156797,3
156798,3
156799,3
156800,3
156801,2
156802,2
156803,2
156804,2
156805,2
156806,1
156807,1
156808,2
156809,3
156810,3
156811,2
156812,4
156813,2
156814,2
156815,2
156816,2
156817,2
156818,2
156819,2
156820,2
156821,2
156822,2
156823,2
156824,2
156825,2
156826,2
156827,2
156828,2
156829,2
156830,3
156831,4
156832,4
156833,4
156834,4
156835,4
156836,4
156837,4
156838,3
156839,3
156840,2
156841,4
156842,4
156843,3
156844,0
156845,3
156846,3
156847,3
156848,2
156849,3
156850,2
156851,2
156852,2
156853,2
156854,2
156855,2
156856,1
156857,2
156858,1
156859,2
156860,2
156861,2
156862,2
156863,2
156864,2
156865,1
156866,1
156867,2
156868,2
156869,1
156870,1
156871,1
156872,1
156873,1
156874,2
156875,2
156876,1
156877,2
156878,2
156879,2
156880,2
156881,1
156882,2
156883,2
156884,2
156885,2
156886,1
156887,1
156888,3
156889,2
156890,2
156891,2
156892,2
156893,3
156894,3
156895,2
156896,2
156897,2
156898,2
156899,2
156900,3
156901,4
156902,4
156903,3
156904,4
156905,2
156906,2
156907,2
156908,2
156909,2
156910,2
156911,2
156912,2
156913,1
156914,2
156915,2
156916,2
156917,2
156918,2
156919,2
156920,2
156921,2
156922,3
156923,2
156924,2
156925,2
156926,2
156927,2
156928,2
156929,2
156930,2
156931,2
156932,2
156933,2
156934,2
156935,2
156936,2
156937,2
156938,2
156939,2
156940,1
156941,2
156942,3
156943,3
156944,2
156945,2
156946,3
156947,2
156948,3
156949,3
156950,3
156951,1
156952,3
156953,1
156954,2
156955,1
156956,2
156957,1
156958,2
156959,2
156960,2
156961,2
156962,2
156963,2
156964,2
156965,2
156966,3
156967,2
156968,2
156969,2
156970,2
156971,1
156972,1
156973,1
156974,1
156975,2
156976,1
156977,1
156978,2
156979,1
156980,2
156981,2
156982,2
156983,2
156984,2
156985,2
156986,2
156987,2
156988,2
156989,2
156990,2
156991,2
156992,2
156993,2
156994,2
156995,2
156996,2
156997,2
156998,2
156999,2
157000,2
157001,2
157002,2
157003,2
157004,2
157005,2
157006,2
157007,2
157008,2
157009,2
157010,2
157011,1
157012,2
157013,2
157014,2
157015,2
157016,1
157017,1
157018,2
157019,2
157020,2
157021,2
157022,1
157023,1
157024,1
157025,1
157026,1
157027,1
157028,3
157029,1
157030,2
157031,1
157032,1
157033,1
157034,1
157035,2
157036,2
157037,2
157038,3
157039,3
157040,3
157041,3
157042,4
157043,3
157044,4
157045,4
157046,4
157047,3
157048,2
157049,2
157050,2
157051,2
157052,2
157053,2
157054,2
157055,2
157056,2
157057,2
157058,2
157059,2
157060,2
157061,2
157062,2
157063,2
157064,2
157065,2
157066,2
157067,2
157068,2
157069,2
157070,2
157071,1
157072,2
157073,1
157074,2
157075,2
157076,1
157077,2
157078,1
157079,3
157080,3
157081,0
157082,0
157083,2
157084,2
157085,2
157086,3
157087,2
157088,2
157089,2
157090,2
157091,2
157092,2
157093,2
157094,2
157095,2
157096,3
157097,3
157098,2
157099,2
157100,3
157101,2
157102,2
157103,2
157104,3
157105,2
157106,2
157107,2
157108,2
157109,2
157110,2
157111,2
157112,2
157113,2
157114,2
157115,3
157116,2
157117,2
157118,2
157119,2
157120,3
157121,1
157122,2
157123,2
157124,2
157125,2
157126,2
157127,3
157128,2
157129,4
157130,2
157131,2
157132,2
157133,2
157134,1
157135,2
157136,1
157137,2
157138,1
157139,2
157140,2
157141,2
157142,2
157143,2
157144,2
157145,4
157146,3
157147,2
157148,2
157149,2
157150,2
157151,2
157152,2
157153,2
157154,2
157155,3
157156,2
157157,2
157158,2
157159,2
157160,2
157161,2
157162,2
157163,2
157164,2
157165,2
157166,2
157167,2
157168,2
157169,2
157170,3
157171,2
157172,2
157173,2
157174,2
157175,2
157176,2
157177,2
157178,3
157179,2
157180,2
157181,2
157182,2
157183,3
157184,2
157185,2
157186,2
157187,2
157188,3
157189,2
157190,2
157191,2
157192,2
157193,2
157194,2
157195,2
157196,2
157197,2
157198,2
157199,2
157200,2
157201,2
157202,2
157203,3
157204,2
157205,2
157206,2
157207,2
157208,2
157209,2
157210,2
157211,2
157212,2
157213,2
157214,2
157215,2
157216,2
157217,2
157218,3
157219,3
157220,2
157221,3
157222,3
157223,3
157224,2
157225,3
157226,3
157227,3
157228,2
157229,2
157230,3
157231,3
157232,2
157233,2
157234,2
157235,2
157236,1
157237,4
157238,1
157239,1
157240,1
157241,4
157242,3
157243,3
157244,2
157245,2
157246,2
157247,2
157248,2
157249,2
157250,2
157251,3
157252,3
157253,2
157254,2
157255,2
157256,2
157257,4
157258,2
157259,2
157260,2
157261,2
157262,2
157263,2
157264,4
157265,4
157266,2
157267,4
157268,4
157269,1
157270,2
157271,2
157272,2
157273,2
157274,2
157275,2
157276,2
157277,4
157278,4
157279,4
157280,4
157281,2
157282,2
157283,2
157284,2
157285,2
157286,2
157287,3
157288,2
157289,3
157290,1
157291,1
157292,1
157293,2
157294,0
157295,1
157296,2
157297,1
157298,1
157299,1
157300,4
157301,2
157302,2
157303,2
157304,2
157305,1
157306,1
157307,1
157308,1
157309,2
157310,2
157311,2
157312,1
157313,2
157314,2
157315,2
157316,2
157317,2
157318,2
157319,2
157320,2
157321,2
157322,2
157323,2
157324,2
157325,2
157326,1
157327,2
157328,2
157329,2
157330,2
157331,3
157332,2
157333,2
157334,2
157335,2
157336,1
157337,1
157338,2
157339,1
157340,2
157341,1
157342,1
157343,2
157344,2
157345,1
157346,1
157347,2
157348,2
157349,2
157350,2
157351,2
157352,2
157353,2
157354,2
157355,2
157356,4
157357,4
157358,4
157359,4
157360,4
157361,1
157362,2
157363,2
157364,2
157365,2
157366,3
157367,2
157368,2
157369,2
157370,2
157371,3
157372,2
157373,4
157374,4
157375,2
157376,1
157377,1
157378,2
157379,0
157380,2
157381,1
157382,2
157383,2
157384,2
157385,2
157386,2
157387,2
157388,2
157389,2
157390,2
157391,2
157392,2
157393,2
157394,2
157395,2
157396,2
157397,2
157398,2
157399,2
157400,2
157401,2
157402,2
157403,2
157404,2
157405,2
157406,2
157407,2
157408,2
157409,2
157410,2
157411,2
157412,2
157413,2
157414,2
157415,2
157416,2
157417,2
157418,2
157419,2
157420,2
157421,2
157422,2
157423,2
157424,2
157425,2
157426,2
157427,2
157428,2
157429,2
157430,2
157431,2
157432,2
157433,2
157434,2
157435,2
157436,2
157437,2
157438,2
157439,2
157440,3
157441,3
157442,2
157443,2
157444,3
157445,2
157446,2
157447,2
157448,2
157449,2
157450,3
157451,2
157452,2
157453,1
157454,2
157455,2
157456,2
157457,1
157458,2
157459,2
157460,1
157461,1
157462,1
157463,1
157464,2
157465,2
157466,3
157467,3
157468,1
157469,1
157470,4
157471,2
157472,2
157473,4
157474,4
157475,1
157476,1
157477,1
157478,2
157479,1
157480,3
157481,2
157482,2
157483,2
157484,2
157485,2
157486,2
157487,2
157488,2
157489,2
157490,2
157491,2
157492,2
157493,2
157494,2
157495,2
157496,2
157497,2
157498,2
157499,2
157500,2
157501,2
157502,2
157503,2
157504,2
157505,2
157506,2
157507,4
157508,2
157509,2
157510,2
157511,2
157512,2
157513,2
157514,2
157515,2
157516,2
157517,1
157518,1
157519,2
157520,2
157521,2
157522,3
157523,3
157524,2
157525,2
157526,2
157527,2
157528,2
157529,2
157530,1
157531,2
157532,2
157533,2
157534,2
157535,2
157536,1
157537,1
157538,1
157539,1
157540,2
157541,2
157542,2
157543,2
157544,2
157545,2
157546,2
157547,2
157548,1
157549,1
157550,2
157551,2
157552,2
157553,2
157554,2
157555,2
157556,3
157557,3
157558,3
157559,3
157560,1
157561,2
157562,1
157563,2
157564,3
157565,3
157566,3
157567,2
157568,2
157569,2
157570,2
157571,2
157572,2
157573,2
157574,1
157575,1
157576,2
157577,2
157578,2
157579,2
157580,2
157581,2
157582,2
157583,2
157584,2
157585,2
157586,2
157587,1
157588,2
157589,2
157590,2
157591,1
157592,2
157593,2
157594,2
157595,2
157596,1
157597,1
157598,2
157599,1
157600,2
157601,2
157602,2
157603,2
157604,2
157605,3
157606,3
157607,2
157608,3
157609,2
157610,3
157611,3
157612,3
157613,3
157614,1
157615,4
157616,3
157617,3
157618,1
157619,1
157620,3
157621,4
157622,2
157623,1
157624,2
157625,2
157626,2
157627,2
157628,1
157629,2
157630,2
157631,2
157632,2
157633,2
157634,2
157635,1
157636,2
157637,2
157638,1
157639,3
157640,2
157641,3
157642,1
157643,2
157644,1
157645,0
157646,2
157647,2
157648,2
157649,1
157650,1
157651,2
157652,1
157653,2
157654,2
157655,2
157656,3
157657,1
157658,2
157659,2
157660,3
157661,2
157662,3
157663,3
157664,3
157665,3
157666,3
157667,3
157668,2
157669,2
157670,2
157671,1
157672,2
157673,2
157674,2
157675,1
157676,1
157677,1
157678,2
157679,2
157680,2
157681,1
157682,3
157683,2
157684,2
157685,2
157686,2
157687,2
157688,2
157689,2
157690,2
157691,2
157692,2
157693,2
157694,2
157695,1
157696,2
157697,2
157698,1
157699,1
157700,3
157701,3
157702,1
157703,2
157704,2
157705,2
157706,2
157707,2
157708,2
157709,2
157710,2
157711,2
157712,2
157713,1
157714,2
157715,2
157716,0
157717,0
157718,2
157719,2
157720,2
157721,1
157722,2
157723,1
157724,2
157725,2
157726,2
157727,2
157728,2
157729,2
157730,2
157731,2
157732,2
157733,2
157734,1
157735,2
157736,2
157737,2
157738,2
157739,2
157740,2
157741,2
157742,2
157743,2
157744,4
157745,2
157746,4
157747,4
157748,3
157749,2
157750,2
157751,2
157752,2
157753,2
157754,2
157755,3
157756,2
157757,2
157758,2
157759,3
157760,3
157761,2
157762,2
157763,2
157764,2
157765,3
157766,3
157767,3
157768,3
157769,3
157770,3
157771,3
157772,3
157773,4
157774,2
157775,3
157776,2
157777,3
157778,3
157779,2
157780,3
157781,2
157782,2
157783,3
157784,3
157785,3
157786,2
157787,2
157788,2
157789,2
157790,2
157791,2
157792,2
157793,2
157794,2
157795,3
157796,3
157797,3
157798,3
157799,2
157800,2
157801,2
157802,2
157803,2
157804,2
157805,2
157806,2
157807,3
157808,2
157809,2
157810,3
157811,2
157812,3
157813,2
157814,2
157815,2
157816,2
157817,2
157818,2
157819,2
157820,1
157821,2
157822,3
157823,2
157824,2
157825,3
157826,3
157827,2
157828,2
157829,2
157830,2
157831,2
157832,2
157833,2
157834,2
157835,2
157836,2
157837,2
157838,2
157839,2
157840,2
157841,0
157842,2
157843,2
157844,2
157845,2
157846,2
157847,2
157848,2
157849,0
157850,0
157851,0
157852,0
157853,0
157854,2
157855,4
157856,3
157857,3
157858,3
157859,3
157860,2
157861,3
157862,3
157863,3
157864,2
157865,2
157866,2
157867,2
157868,2
157869,2
157870,2
157871,2
157872,2
157873,2
157874,2
157875,2
157876,2
157877,2
157878,2
157879,3
157880,1
157881,1
157882,1
157883,2
157884,1
157885,1
157886,2
157887,2
157888,2
157889,1
157890,2
157891,2
157892,2
157893,4
157894,4
157895,4
157896,4
157897,2
157898,2
157899,2
157900,2
157901,2
157902,2
157903,2
157904,4
157905,2
157906,2
157907,2
157908,3
157909,3
157910,2
157911,2
157912,2
157913,2
157914,2
157915,2
157916,2
157917,1
157918,1
157919,1
157920,3
157921,1
157922,2
157923,2
157924,2
157925,2
157926,2
157927,1
157928,2
157929,2
157930,2
157931,2
157932,2
157933,2
157934,2
157935,2
157936,2
157937,2
157938,2
157939,2
157940,2
157941,2
157942,2
157943,2
157944,2
157945,2
157946,2
157947,2
157948,2
157949,1
157950,2
157951,2
157952,2
157953,2
157954,2
157955,2
157956,2
157957,2
157958,1
157959,1
157960,1
157961,1
157962,1
157963,1
157964,2
157965,2
157966,2
157967,2
157968,2
157969,2
157970,2
157971,2
157972,2
157973,2
157974,2
157975,2
157976,2
157977,2
157978,2
157979,2
157980,2
157981,2
157982,2
157983,2
157984,2
157985,2
157986,2
157987,2
157988,2
157989,2
157990,2
157991,2
157992,2
157993,2
157994,2
157995,2
157996,2
157997,2
157998,2
157999,2
158000,2
158001,2
158002,2
158003,2
158004,2
158005,2
158006,2
158007,2
158008,2
158009,2
158010,2
158011,1
158012,1
158013,2
158014,2
158015,2
158016,1
158017,1
158018,1
158019,1
158020,2
158021,2
158022,2
158023,2
158024,2
158025,2
158026,2
158027,2
158028,2
158029,2
158030,2
158031,3
158032,2
158033,2
158034,2
158035,2
158036,2
158037,2
158038,1
158039,3
158040,2
158041,2
158042,2
158043,3
158044,3
158045,2
158046,3
158047,3
158048,3
158049,3
158050,3
158051,3
158052,1
158053,2
158054,3
158055,3
158056,3
158057,3
158058,2
158059,2
158060,0
158061,0
158062,2
158063,2
158064,3
158065,4
158066,2
158067,2
158068,3
158069,0
158070,0
158071,0
158072,0
158073,0
158074,2
158075,2
158076,3
158077,3
158078,3
158079,2
158080,3
158081,2
158082,3
158083,2
158084,2
158085,2
158086,2
158087,3
158088,3
158089,3
158090,3
158091,2
158092,2
158093,3
158094,2
158095,2
158096,2
158097,2
158098,2
158099,2
158100,2
158101,2
158102,2
158103,2
158104,4
158105,2
158106,2
158107,3
158108,4
158109,2
158110,2
158111,2
158112,2
158113,2
158114,2
158115,2
158116,2
158117,2
158118,2
158119,2
158120,2
158121,2
158122,2
158123,2
158124,2
158125,2
158126,2
158127,2
158128,2
158129,4
158130,4
158131,4
158132,4
158133,2
158134,2
158135,2
158136,4
158137,4
158138,2
158139,2
158140,2
158141,2
158142,4
158143,2
158144,2
158145,4
158146,2
158147,4
158148,2
158149,4
158150,3
158151,3
158152,2
158153,2
158154,2
158155,2
158156,4
158157,2
158158,2
158159,2
158160,2
158161,2
158162,2
158163,2
158164,2
158165,2
158166,2
158167,2
158168,2
158169,2
158170,2
158171,2
158172,2
158173,2
158174,3
158175,2
158176,2
158177,2
158178,2
158179,2
158180,3
158181,3
158182,2
158183,2
158184,2
158185,2
158186,2
158187,2
158188,2
158189,2
158190,2
158191,2
158192,2
158193,3
158194,3
158195,3
158196,3
158197,3
158198,3
158199,1
158200,2
158201,1
158202,1
158203,4
158204,2
158205,1
158206,2
158207,2
158208,2
158209,2
158210,2
158211,2
158212,2
158213,2
158214,2
158215,2
158216,2
158217,2
158218,2
158219,2
158220,3
158221,2
158222,3
158223,2
158224,2
158225,2
158226,2
158227,2
158228,2
158229,2
158230,2
158231,2
158232,2
158233,2
158234,2
158235,2
158236,2
158237,2
158238,2
158239,2
158240,2
158241,2
158242,2
158243,2
158244,2
158245,2
158246,2
158247,2
158248,2
158249,2
158250,1
158251,1
158252,2
158253,2
158254,2
158255,1
158256,2
158257,2
158258,2
158259,2
158260,2
158261,2
158262,2
158263,2
158264,2
158265,2
158266,2
158267,2
158268,2
158269,2
158270,2
158271,2
158272,2
158273,2
158274,2
158275,2
158276,2
158277,2
158278,2
158279,2
158280,0
158281,2
158282,2
158283,2
158284,2
158285,0
158286,2
158287,2
158288,1
158289,2
158290,2
158291,1
158292,1
158293,1
158294,1
158295,1
158296,2
158297,1
158298,1
158299,1
158300,2
158301,1
158302,1
158303,3
158304,3
158305,1
158306,2
158307,1
158308,3
158309,2
158310,2
158311,0
158312,0
158313,1
158314,0
158315,0
158316,1
158317,2
158318,2
158319,3
158320,2
158321,2
158322,2
158323,3
158324,3
158325,2
158326,3
158327,3
158328,3
158329,3
158330,2
158331,3
158332,3
158333,3
158334,2
158335,2
158336,3
158337,3
158338,2
158339,2
158340,2
158341,2
158342,2
158343,3
158344,2
158345,3
158346,3
158347,3
158348,2
158349,2
158350,3
158351,3
158352,3
158353,3
158354,3
158355,3
158356,3
158357,2
158358,2
158359,2
158360,2
158361,2
158362,2
158363,2
158364,2
158365,2
158366,2
158367,2
158368,2
158369,2
158370,2
158371,3
158372,3
158373,3
158374,3
158375,2
158376,2
158377,2
158378,3
158379,3
158380,3
158381,3
158382,3
158383,3
158384,3
158385,3
158386,3
158387,2
158388,1
158389,2
158390,2
158391,1
158392,1
158393,2
158394,2
158395,1
158396,2
158397,2
158398,2
158399,2
158400,2
158401,2
158402,2
158403,2
158404,2
158405,2
158406,2
158407,2
158408,2
158409,2
158410,2
158411,2
158412,2
158413,2
158414,2
158415,2
158416,2
158417,2
158418,1
158419,2
158420,2
158421,2
158422,2
158423,2
158424,2
158425,2
158426,2
158427,2
158428,2
158429,2
158430,2
158431,2
158432,2
158433,2
158434,3
158435,3
158436,2
158437,2
158438,3
158439,3
158440,2
158441,3
158442,3
158443,0
158444,0
158445,2
158446,2
158447,2
158448,2
158449,2
158450,2
158451,2
158452,2
158453,2
158454,2
158455,2
158456,1
158457,1
158458,4
158459,3
158460,3
158461,3
158462,3
158463,3
158464,3
158465,2
158466,3
158467,2
158468,4
158469,2
158470,2
158471,2
158472,2
158473,1
158474,2
158475,2
158476,2
158477,2
158478,2
158479,1
158480,1
158481,1
158482,2
158483,1
158484,2
158485,2
158486,2
158487,2
158488,2
158489,2
158490,2
158491,2
158492,2
158493,2
158494,1
158495,1
158496,1
158497,2
158498,1
158499,3
158500,2
158501,3
158502,2
158503,3
158504,2
158505,2
158506,2
158507,2
158508,2
158509,0
158510,0
158511,0
158512,0
158513,0
158514,0
158515,2
158516,2
158517,2
158518,2
158519,2
158520,2
158521,2
158522,2
158523,2
158524,2
158525,1
158526,1
158527,2
158528,1
158529,2
158530,2
158531,2
158532,2
158533,2
158534,2
158535,2
158536,1
158537,2
158538,2
158539,2
158540,2
158541,2
158542,2
158543,2
158544,2
158545,2
158546,4
158547,2
158548,2
158549,2
158550,2
158551,2
158552,2
158553,2
158554,1
158555,2
158556,2
158557,2
158558,2
158559,2
158560,2
158561,3
158562,2
158563,1
158564,1
158565,1
158566,1
158567,2
158568,1
158569,1
158570,2
158571,2
158572,1
158573,1
158574,2
158575,2
158576,2
158577,2
158578,2
158579,2
158580,2
158581,2
158582,2
158583,2
158584,2
158585,2
158586,2
158587,2
158588,2
158589,1
158590,2
158591,1
158592,1
158593,0
158594,0
158595,2
158596,2
158597,3
158598,3
158599,0
158600,4
158601,4
158602,1
158603,1
158604,2
158605,1
158606,2
158607,2
158608,2
158609,2
158610,2
158611,1
158612,1
158613,1
158614,1
158615,1
158616,1
158617,2
158618,2
158619,2
158620,2
158621,2
158622,2
158623,2
158624,2
158625,2
158626,2
158627,2
158628,2
158629,2
158630,2
158631,2
158632,2
158633,2
158634,2
158635,2
158636,2
158637,2
158638,2
158639,2
158640,2
158641,2
158642,2
158643,2
158644,2
158645,2
158646,2
158647,2
158648,2
158649,2
158650,2
158651,2
158652,2
158653,2
158654,2
158655,2
158656,2
158657,2
158658,2
158659,2
158660,2
158661,2
158662,2
158663,2
158664,2
158665,2
158666,2
158667,2
158668,2
158669,2
158670,2
158671,3
158672,2
158673,2
158674,2
158675,3
158676,3
158677,3
158678,1
158679,3
158680,2
158681,2
158682,2
158683,2
158684,1
158685,1
158686,1
158687,1
158688,2
158689,2
158690,2
158691,2
158692,2
158693,2
158694,2
158695,2
158696,2
158697,2
158698,2
158699,2
158700,2
158701,2
158702,2
158703,2
158704,2
158705,3
158706,2
158707,2
158708,2
158709,2
158710,2
158711,2
158712,2
158713,2
158714,2
158715,2
158716,2
158717,2
158718,2
158719,2
158720,2
158721,2
158722,2
158723,2
158724,2
158725,2
158726,2
158727,2
158728,2
158729,2
158730,2
158731,2
158732,1
158733,1
158734,2
158735,2
158736,1
158737,2
158738,1
158739,3
158740,3
158741,1
158742,1
158743,2
158744,2
158745,2
158746,2
158747,2
158748,2
158749,2
158750,2
158751,2
158752,2
158753,1
158754,3
158755,4
158756,4
158757,4
158758,2
158759,2
158760,4
158761,4
158762,2
158763,2
158764,2
158765,2
158766,2
158767,2
158768,1
158769,2
158770,1
158771,1
158772,1
158773,1
158774,1
158775,1
158776,1
158777,1
158778,2
158779,2
158780,1
158781,2
158782,2
158783,2
158784,2
158785,2
158786,2
158787,3
158788,2
158789,2
158790,2
158791,2
158792,2
158793,2
158794,3
158795,3
158796,2
158797,2
158798,2
158799,2
158800,2
158801,2
158802,2
158803,2
158804,2
158805,2
158806,2
158807,2
158808,2
158809,2
158810,4
158811,4
158812,1
158813,1
158814,1
158815,1
158816,1
158817,2
158818,2
158819,2
158820,2
158821,4
158822,4
158823,4
158824,2
158825,4
158826,4
158827,2
158828,2
158829,3
158830,3
158831,2
158832,4
158833,3
158834,3
158835,3
158836,2
158837,2
158838,2
158839,2
158840,2
158841,4
158842,2
158843,2
158844,2
158845,2
158846,2
158847,2
158848,2
158849,3
158850,2
158851,2
158852,2
158853,2
158854,2
158855,2
